                       w                      Re11                         w                      Im11
  3.1651545984917167E+01   -2.4989430927241647E-03    3.1651545984917167E+01   -1.3773802942197893E-02
  3.1808625617596654E+01   -2.4751398339799176E-03    3.1808625617596654E+01   -1.3710164965171971E-02
  3.1965705250276145E+01   -2.4516712651851606E-03    3.1965705250276145E+01   -1.3647091189173731E-02
  3.2122784882955635E+01   -2.4285312125719898E-03    3.2122784882955635E+01   -1.3584574459987059E-02
  3.2279864515635126E+01   -2.4057136423907789E-03    3.2279864515635126E+01   -1.3522607737355656E-02
  3.2436944148314616E+01   -2.3832126571640268E-03    3.2436944148314616E+01   -1.3461184092895867E-02
  3.2594023780994107E+01   -2.3610224920550707E-03    3.2594023780994107E+01   -1.3400296708049418E-02
  3.2751103413673590E+01   -2.3391375113477105E-03    3.2751103413673590E+01   -1.3339938872075392E-02
  3.2908183046353081E+01   -2.3175522050329399E-03    3.2908183046353081E+01   -1.3280103980080794E-02
  3.3065262679032571E+01   -2.2962611854991529E-03    3.3065262679032571E+01   -1.3220785531089130E-02
  3.3222342311712062E+01   -2.2752591843222705E-03    3.3222342311712062E+01   -1.3161977126146257E-02
  3.3379421944391552E+01   -2.2545410491524292E-03    3.3379421944391552E+01   -1.3103672466462933E-02
  3.3536501577071043E+01   -2.2341017406939589E-03    3.3536501577071043E+01   -1.3045865351593402E-02
  3.3693581209750533E+01   -2.2139363297755160E-03    3.3693581209750533E+01   -1.2988549677649393E-02
  3.3850660842430024E+01   -2.1940399945073494E-03    3.3850660842430024E+01   -1.2931719435548879E-02
  3.4007740475109507E+01   -2.1744080175227776E-03    3.4007740475109507E+01   -1.2875368709298961E-02
  3.4164820107788998E+01   -2.1550357833011015E-03    3.4164820107788998E+01   -1.2819491674312318E-02
  3.4321899740468488E+01   -2.1359187755692196E-03    3.4321899740468488E+01   -1.2764082595756503E-02
  3.4478979373147979E+01   -2.1170525747793716E-03    3.4478979373147979E+01   -1.2709135826935574E-02
  3.4636059005827470E+01   -2.0984328556604890E-03    3.4636059005827470E+01   -1.2654645807703370E-02
  3.4793138638506960E+01   -2.0800553848407408E-03    3.4793138638506960E+01   -1.2600607062907903E-02
  3.4950218271186451E+01   -2.0619160185389512E-03    3.4950218271186451E+01   -1.2547014200866216E-02
  3.5107297903865941E+01   -2.0440107003226473E-03    3.5107297903865941E+01   -1.2493861911869172E-02
  3.5264377536545425E+01   -2.0263354589305648E-03    3.5264377536545425E+01   -1.2441144966715565E-02
  3.5421457169224915E+01   -2.0088864061575287E-03    3.5421457169224915E+01   -1.2388858215274971E-02
  3.5578536801904406E+01   -1.9916597347997213E-03    3.5578536801904406E+01   -1.2336996585078851E-02
  3.5735616434583896E+01   -1.9746517166583590E-03    3.5735616434583896E+01   -1.2285555079939258E-02
  3.5892696067263387E+01   -1.9578587005999420E-03    3.5892696067263387E+01   -1.2234528778594659E-02
  3.6049775699942877E+01   -1.9412771106712590E-03    3.6049775699942877E+01   -1.2183912833382330E-02
  3.6206855332622368E+01   -1.9249034442674090E-03    3.6206855332622368E+01   -1.2133702468936790E-02
  3.6363934965301858E+01   -1.9087342703511608E-03    3.6363934965301858E+01   -1.2083892980913741E-02
  3.6521014597981342E+01   -1.8927662277220328E-03    3.6521014597981342E+01   -1.2034479734739048E-02
  3.6678094230660832E+01   -1.8769960233335306E-03    3.6678094230660832E+01   -1.1985458164382182E-02
  3.6835173863340323E+01   -1.8614204306570258E-03    3.6835173863340323E+01   -1.1936823771153713E-02
  3.6992253496019813E+01   -1.8460362880908321E-03    3.6992253496019813E+01   -1.1888572122526314E-02
  3.7149333128699304E+01   -1.8308404974130641E-03    3.7149333128699304E+01   -1.1840698850978821E-02
  3.7306412761378795E+01   -1.8158300222769186E-03    3.7306412761378795E+01   -1.1793199652862867E-02
  3.7463492394058285E+01   -1.8010018867470798E-03    3.7463492394058285E+01   -1.1746070287291653E-02
  3.7620572026737776E+01   -1.7863531738759686E-03    3.7620572026737776E+01   -1.1699306575050384E-02
  3.7777651659417259E+01   -1.7718810243186230E-03    3.7777651659417259E+01   -1.1652904397527933E-02
  3.7934731292096750E+01   -1.7575826349850207E-03    3.7934731292096750E+01   -1.1606859695669301E-02
